p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	threshold
LRR1	2.25505962002783e-07	-1.01578711555558	0.029	0.057	0.00406226439951814	Myeloid cell	LRR1	Down
COL9A2	2.26032529312526e-07	1.60001278908817	0.049	0.017	0.00407174998303585	Myeloid cell	COL9A2	Up
ZYX	2.30658586669411e-07	0.659630336111084	0.162	0.108	0.00415508378026278	Myeloid cell	ZYX	Up
COQ2	2.38604463556778e-07	-0.821700063439273	0.044	0.079	0.0042982208065118	Myeloid cell	COQ2	Down
MITF	2.39018850380295e-07	-1.05467612894917	0.028	0.056	0.00430568557075064	Myeloid cell	MITF	Down
NOTCH2NL	2.40395503692626e-07	0.669611336462333	0.154	0.101	0.00433048460351896	Myeloid cell	NOTCH2NL	Up
H2AFJ	2.51731945554864e-07	-0.410443114836399	0.202	0.264	0.00453469926722532	Myeloid cell	H2AFJ	Down
TGFBI	2.52197313041089e-07	-0.949899179899118	0.032	0.061	0.00454308239712218	Myeloid cell	TGFBI	Down
TTC14	2.52779875024524e-07	0.628689454809611	0.153	0.1	0.00455357666869177	Myeloid cell	TTC14	Up
ATP6AP2	2.54847328098238e-07	-0.430824614834419	0.267	0.335	0.00459081976836166	Myeloid cell	ATP6AP2	Down
SORL1	2.57033368812653e-07	-0.414107219889485	0.11	0.162	0.00463019910579113	Myeloid cell	SORL1	Down
COX20	2.59942373111367e-07	-0.457169610019796	0.147	0.203	0.00468260190922817	Myeloid cell	COX20	Down
ICE1	2.60619540102766e-07	-0.588075786241621	0.095	0.143	0.00469480039541123	Myeloid cell	ICE1	Down
MED10	2.6244592092022e-07	-0.611556371233315	0.073	0.115	0.00472770081945684	Myeloid cell	MED10	Down
PRKAR2B	2.63731459340119e-07	-0.436320602589271	0.106	0.157	0.0047508585085529	Myeloid cell	PRKAR2B	Down
DESI2	2.77120634155889e-07	-0.628182846399844	0.051	0.087	0.00499205110368419	Myeloid cell	DESI2	Down
PLEKHG2	2.82633232897323e-07	-0.800281079804367	0.03	0.059	0.00509135505741237	Myeloid cell	PLEKHG2	Down
PIN4	2.84002415050626e-07	-0.733387384854851	0.055	0.092	0.00511601950472197	Myeloid cell	PIN4	Down
DPPA4	2.91479325393036e-07	-1.91957180029627	0.005	0.018	0.00525070856763016	Myeloid cell	DPPA4	Down
RNU5E-1	2.9192140067234e-07	1.50294168676549	0.046	0.016	0.00525867211171153	Myeloid cell	RNU5E-1	Up
CNOT9	2.93072806743545e-07	-0.481673756330172	0.094	0.141	0.00527941354067822	Myeloid cell	CNOT9	Down
NDUFS4	3.04149590263864e-07	-0.466387959294004	0.157	0.215	0.00547895071901325	Myeloid cell	NDUFS4	Down
OLIG1	3.1371035875586e-07	2.67670384947003	0.027	0.004	0.00565117840262807	Myeloid cell	OLIG1	Up
CTSH	3.18677924433535e-07	-0.274433437227598	0.34	0.414	0.0057406641307457	Myeloid cell	CTSH	Down
PSMB8-AS1	3.20249640571609e-07	-0.677162731795899	0.069	0.11	0.00576897702525696	Myeloid cell	PSMB8-AS1	Down
CHD9	3.25319600598677e-07	0.573637792190366	0.199	0.14	0.00586030728518458	Myeloid cell	CHD9	Up
DDTL	3.26387750651311e-07	-0.86993624909212	0.035	0.066	0.00587954894023272	Myeloid cell	DDTL	Down
FGD2	3.265124197855e-07	0.862084586581406	0.144	0.094	0.005881794730016	Myeloid cell	FGD2	Up
TCF25	3.26643409641011e-07	0.498392541326599	0.217	0.156	0.00588415438127318	Myeloid cell	TCF25	Up
SATB1	3.28260035791985e-07	0.770957526826743	0.129	0.08	0.00591327628475682	Myeloid cell	SATB1	Up
H1F0	3.35418667232507e-07	-0.767474215428547	0.059	0.097	0.00604223187152637	Myeloid cell	H1F0	Down
DPM1	3.35897186135794e-07	-0.511390096138088	0.126	0.179	0.00605085191105019	Myeloid cell	DPM1	Down
SPAG1	3.45260673700195e-07	-1.19533653588629	0.012	0.031	0.00621952577603531	Myeloid cell	SPAG1	Down
CD1D	3.45551242390447e-07	0.977123459658105	0.111	0.066	0.00622476008042152	Myeloid cell	CD1D	Up
CCP110	3.56245849755459e-07	-0.967152340304699	0.054	0.089	0.00641741273749483	Myeloid cell	CCP110	Down
RMDN1	3.62503466865958e-07	-0.450699250309369	0.108	0.159	0.00653013745212337	Myeloid cell	RMDN1	Down
NEK7	3.6922490233244e-07	-0.560485746063004	0.059	0.097	0.00665121739061657	Myeloid cell	NEK7	Down
ITGA5	3.69644252199207e-07	1.22706940834059	0.065	0.03	0.00665877155911651	Myeloid cell	ITGA5	Up
MERTK	3.70338685876459e-07	3.63765512304835	0.021	0.001	0.00667128108737854	Myeloid cell	MERTK	Up
MYSM1	3.75634614906347e-07	0.641325170921416	0.131	0.081	0.00676668195292293	Myeloid cell	MYSM1	Up
GPATCH4	3.77169822324984e-07	-0.932894107207231	0.029	0.057	0.00679433717936226	Myeloid cell	GPATCH4	Down
HLA-DQB2	3.79834360163215e-07	1.26486470375327	0.056	0.023	0.00684233616398016	Myeloid cell	HLA-DQB2	Up
LRMP	3.79895591792418e-07	0.727781213434878	0.105	0.06	0.00684343919054862	Myeloid cell	LRMP	Up
EIF4G1	3.85702309850257e-07	-0.311697677636058	0.247	0.318	0.00694804140964253	Myeloid cell	EIF4G1	Down
FBXL5	3.88617758582576e-07	0.399393048251532	0.352	0.287	0.00700056030310653	Myeloid cell	FBXL5	Up
OIP5	3.89128783815206e-07	-1.43992682194167	0.012	0.032	0.00700976591164713	Myeloid cell	OIP5	Down
SLC25A51	3.98332912645577e-07	-0.978697796820355	0.031	0.06	0.00717556908839742	Myeloid cell	SLC25A51	Down
CDCA3	4.01381701582765e-07	-1.78751812788246	0.007	0.022	0.00723048997231193	Myeloid cell	CDCA3	Down
CCDC18	4.05499164058619e-07	-0.52841726446754	0.102	0.149	0.00730466194135196	Myeloid cell	CCDC18	Down
FCER2	4.11968364292323e-07	2.91021230300065	0.024	0.003	0.00742119811436191	Myeloid cell	FCER2	Up
MRPL3	4.16837583113162e-07	-0.536407382691416	0.086	0.131	0.00750891222220049	Myeloid cell	MRPL3	Down
ALG5	4.1765384049114e-07	-0.606875719073573	0.068	0.109	0.00752361628260739	Myeloid cell	ALG5	Down
IFIT3	4.23942469870114e-07	1.54965282690076	0.04	0.012	0.00763689965224023	Myeloid cell	IFIT3	Up
CFLAR	4.26538714738324e-07	0.479577948670785	0.307	0.245	0.00768366840729617	Myeloid cell	CFLAR	Up
HMOX1	4.31709250809066e-07	1.5344099670049	0.049	0.018	0.00777681044407452	Myeloid cell	HMOX1	Up
FCER1G	4.33496222307365e-07	0.396088949348565	0.528	0.478	0.00780900094864488	Myeloid cell	FCER1G	Up
PPM1F	4.45644995078307e-07	1.19965254513911	0.071	0.034	0.00802784894134063	Myeloid cell	PPM1F	Up
SAMD9L	4.53857937705801e-07	0.677235131023034	0.146	0.095	0.00817579688983231	Myeloid cell	SAMD9L	Up
AFF3	4.55227273224465e-07	-0.650654522103045	0.044	0.077	0.00820046409986551	Myeloid cell	AFF3	Down
MMS22L	4.56723374605836e-07	-1.00551878010175	0.022	0.046	0.00822741487014953	Myeloid cell	MMS22L	Down
SMIM15	4.56875664638256e-07	-0.756594776016176	0.064	0.102	0.00823015822279354	Myeloid cell	SMIM15	Down
SYNE1	4.61108844069281e-07	-1.03541592230451	0.031	0.059	0.00830641471706403	Myeloid cell	SYNE1	Down
SULT1A1	4.64962725877067e-07	0.718581367124592	0.135	0.085	0.00837583854394949	Myeloid cell	SULT1A1	Up
LOC105371814	4.65761232619559e-07	-0.786305269432808	0.046	0.08	0.00839022284440874	Myeloid cell	LOC105371814	Down
LINC01715	4.7102373338021e-07	1.14758016986457	0.069	0.032	0.00848502153311111	Myeloid cell	LINC01715	Up
NIN	4.72261539618058e-07	-0.264104891406609	0.289	0.361	0.00850731937467969	Myeloid cell	NIN	Down
TDP1	4.79274079155977e-07	-0.955486605287761	0.027	0.053	0.00863364326191576	Myeloid cell	TDP1	Down
NKX2-1	4.81455774285977e-07	4.87903064775237	0.018	0	0.00867294431798759	Myeloid cell	NKX2-1	Up
OSBPL9	4.8845188796745e-07	-0.602679643375131	0.072	0.113	0.00879897230984564	Myeloid cell	OSBPL9	Down
ITGAM	4.94189906376463e-07	0.671054999184795	0.149	0.097	0.00890233697346561	Myeloid cell	ITGAM	Up
PICALM	4.94747221299262e-07	0.602872314408278	0.21	0.152	0.00891237644448491	Myeloid cell	PICALM	Up
GNA13	4.99993631359832e-07	-0.478568715016979	0.1	0.148	0.00900688527531602	Myeloid cell	GNA13	Down
FAM110A	5.06411486163818e-07	-0.41046552719984	0.12	0.172	0.00912249651175503	Myeloid cell	FAM110A	Down
ADAM8	5.08121611600931e-07	1.03949531994561	0.078	0.04	0.00915330271137917	Myeloid cell	ADAM8	Up
PBX3	5.11709871591494e-07	1.14481510681567	0.086	0.046	0.00921794162684918	Myeloid cell	PBX3	Up
XYLT1	5.13666856844809e-07	-0.813544393840535	0.036	0.066	0.0092531947592024	Myeloid cell	XYLT1	Down
MAGT1	5.37104226426731e-07	-0.448164908213488	0.115	0.166	0.00967539553485113	Myeloid cell	MAGT1	Down
TBC1D2	5.44883692627129e-07	2.34566934351842	0.029	0.006	0.0098155348389851	Myeloid cell	TBC1D2	Up
KCNE5	5.57537016135655e-07	-1.18418464725129	0.016	0.038	0.0100434718086677	Myeloid cell	KCNE5	Down
STAB1	5.61382433242124e-07	0.840798398204877	0.112	0.067	0.0101127431524236	Myeloid cell	STAB1	Up
EIF2AK1	5.61425874783312e-07	-0.416823935525101	0.149	0.205	0.0101135257083466	Myeloid cell	EIF2AK1	Down
ATP5O	5.66838615664192e-07	-0.27385526849602	0.312	0.385	0.0102110308225748	Myeloid cell	ATP5O	Down
YWHAQ	5.73009860584238e-07	-0.415907398792728	0.184	0.244	0.0103221996285645	Myeloid cell	YWHAQ	Down
TBC1D2B	5.77339045502902e-07	1.25723137885084	0.052	0.021	0.0104001855656893	Myeloid cell	TBC1D2B	Up
RNU5B-1	5.83759286802113e-07	1.72837398001483	0.047	0.017	0.0105158397924533	Myeloid cell	RNU5B-1	Up
TMEM107	5.8475602189118e-07	0.87087141136848	0.189	0.136	0.0105337949783477	Myeloid cell	TMEM107	Up
MSH2	5.8624703350678e-07	-0.714452955395123	0.042	0.075	0.0105606540615911	Myeloid cell	MSH2	Down
GMPS	5.94081525781191e-07	-0.54017201102278	0.106	0.154	0.0107017846054224	Myeloid cell	GMPS	Down
RFC4	6.16714270639554e-07	-0.932222398916444	0.038	0.069	0.0111094908713009	Myeloid cell	RFC4	Down
CHCHD7	6.1824418110146e-07	-0.551033856650084	0.101	0.148	0.0111370506783617	Myeloid cell	CHCHD7	Down
HIST1H2AD	6.22105537155833e-07	2.32406288732905	0.027	0.005	0.0112066091463252	Myeloid cell	HIST1H2AD	Up
PDCD6IP	6.22600277852326e-07	0.614893685471416	0.21	0.153	0.0112155214052318	Myeloid cell	PDCD6IP	Up
TMEM173	6.25066228910624e-07	0.762057106271123	0.126	0.079	0.011259943047596	Myeloid cell	TMEM173	Up
NUP214	6.29812387585116e-07	0.572927520026688	0.204	0.147	0.0113454403499583	Myeloid cell	NUP214	Up
PRPS2	6.3861729731085e-07	-0.689471703427274	0.068	0.107	0.0115040519937576	Myeloid cell	PRPS2	Down
RNPC3	6.57312868816886e-07	0.953259956115513	0.108	0.064	0.0118408340188674	Myeloid cell	RNPC3	Up
ARHGAP10	6.59947244343076e-07	-0.986039772161523	0.03	0.057	0.0118882896595962	Myeloid cell	ARHGAP10	Down
NFE2L2	6.65845041058239e-07	-0.448746522831681	0.12	0.171	0.0119945325696231	Myeloid cell	NFE2L2	Down
FOS	6.69117013857316e-07	0.47288805290202	0.598	0.586	0.0120534738876257	Myeloid cell	FOS	Up
PLEKHO1	6.81242767049343e-07	0.78277085826487	0.17	0.118	0.0122719072056269	Myeloid cell	PLEKHO1	Up
ZFP36L1	6.86059983248083e-07	1.22091314246476	0.111	0.068	0.012358684538231	Myeloid cell	ZFP36L1	Up
ZBTB8OS	6.90676005584879e-07	-0.688892767774863	0.084	0.126	0.012441837564606	Myeloid cell	ZBTB8OS	Down
LRRC25	6.92085046980014e-07	1.24871269928272	0.061	0.027	0.012467220036298	Myeloid cell	LRRC25	Up
LSM14B	6.96073517479011e-07	1.09495994995196	0.063	0.029	0.0125390683438669	Myeloid cell	LSM14B	Up
TCERG1	6.96858308767581e-07	-0.455266756100732	0.153	0.209	0.0125532055741392	Myeloid cell	TCERG1	Down
MACF1	7.08850136824742e-07	0.455855058379325	0.309	0.247	0.0127692263647609	Myeloid cell	MACF1	Up
LINC00899	7.16194831061627e-07	3.39925038372327	0.021	0.001	0.0129015336867442	Myeloid cell	LINC00899	Up
SLC22A18	7.17331012230634e-07	3.32998772128616	0.021	0.001	0.0129220008543226	Myeloid cell	SLC22A18	Up
ARGLU1	7.22761442842901e-07	0.314278684458488	0.475	0.421	0.013019824631372	Myeloid cell	ARGLU1	Up
SYF2	7.31411596848504e-07	0.473112663384752	0.321	0.258	0.013175648505629	Myeloid cell	SYF2	Up
ATG4C	7.49773461168291e-07	1.503587043538	0.049	0.019	0.0135064191294856	Myeloid cell	ATG4C	Up
LOC441081	7.61025601261594e-07	0.849563357749643	0.11	0.066	0.0137091151811263	Myeloid cell	LOC441081	Up
UBXN1	7.61895902847547e-07	0.605259191311063	0.171	0.117	0.0137247927938957	Myeloid cell	UBXN1	Up
RAB10	7.62713652409673e-07	0.483843331365819	0.212	0.154	0.0137395237345078	Myeloid cell	RAB10	Up
PDS5A	7.65630970264178e-07	-0.436701181171089	0.166	0.223	0.0137920762983389	Myeloid cell	PDS5A	Down
TSN	7.71745592235461e-07	-0.535794174435962	0.091	0.136	0.0139022250985296	Myeloid cell	TSN	Down
MRPL1	8.03079109942778e-07	-0.493366080903132	0.087	0.131	0.0144666670865092	Myeloid cell	MRPL1	Down
FANCB	8.0460223123383e-07	-0.956198319265776	0.025	0.05	0.0144941045934462	Myeloid cell	FANCB	Down
TNFAIP6	8.07022856486101e-07	-1.43742734965867	0.015	0.035	0.0145377097367406	Myeloid cell	TNFAIP6	Down
PAPD4	8.09653755190026e-07	0.889139293172429	0.104	0.061	0.0145851027459931	Myeloid cell	PAPD4	Up
KIF13A	8.14472808016963e-07	-0.660870608714303	0.054	0.09	0.0146719131636176	Myeloid cell	KIF13A	Down
LMO4	8.15944669591628e-07	-0.521022423805997	0.081	0.124	0.0146984272780236	Myeloid cell	LMO4	Down
SPTSSA	8.53647462025865e-07	-0.535256316978705	0.1	0.146	0.0153776053809339	Myeloid cell	SPTSSA	Down
PYCARD	8.59231143779033e-07	0.396666154919092	0.316	0.251	0.0154781898240355	Myeloid cell	PYCARD	Up
BEX2	8.68360948819384e-07	-2.01578711555558	0.004	0.015	0.0156426541320324	Myeloid cell	BEX2	Down
LRRC37A4P	8.7578587975443e-07	0.881962826196474	0.101	0.058	0.0157764068378963	Myeloid cell	LRRC37A4P	Up
MED14OS	8.94456157439638e-07	-1.35789309238057	0.009	0.026	0.0161127332201176	Myeloid cell	MED14OS	Down
SFXN3	8.98224224595902e-07	1.11349590138939	0.061	0.027	0.0161806111818706	Myeloid cell	SFXN3	Up
KIF23	9.05890172488037e-07	-1.02309191617881	0.028	0.055	0.0163187055671995	Myeloid cell	KIF23	Down
USP32P1	9.08692102953535e-07	-1.07023489957795	0.024	0.049	0.016369179542605	Myeloid cell	USP32P1	Down
CDC42SE2	9.3042070335633e-07	-0.30381024157523	0.24	0.306	0.0167605985502609	Myeloid cell	CDC42SE2	Down
PTGER3	9.31407011172289e-07	4.86685593380627	0.017	0	0.0167783658992576	Myeloid cell	PTGER3	Up
ZMAT3	9.42342870407577e-07	1.04211126815263	0.069	0.033	0.0169753644675221	Myeloid cell	ZMAT3	Up
HLA-DRB1	9.46837538298218e-07	0.719206236279025	0.46	0.42	0.0170563314149041	Myeloid cell	HLA-DRB1	Up
HSDL2	9.49497301054266e-07	-0.606981569988246	0.098	0.144	0.0171042443811915	Myeloid cell	HSDL2	Down
MCUR1	9.54501732163166e-07	-0.693859020668213	0.06	0.097	0.0171943942031873	Myeloid cell	MCUR1	Down
PRG2	9.54736581274343e-07	-2.08290131141411	0.002	0.012	0.017198624775076	Myeloid cell	PRG2	Down
PAPD7	9.59939430557452e-07	-1.33066045290899	0.012	0.031	0.0172923489020619	Myeloid cell	PAPD7	Down
SNX6	9.66902806742068e-07	0.466642421670462	0.271	0.209	0.0174177871606516	Myeloid cell	SNX6	Up
MKRN1	9.78761338720756e-07	0.67421085586387	0.171	0.118	0.0176314067557157	Myeloid cell	MKRN1	Up
ITM2A	9.79888775975516e-07	2.26961510330667	0.031	0.007	0.0176517164104229	Myeloid cell	ITM2A	Up
ARL6IP6	9.83072893966727e-07	-0.638817657110251	0.054	0.089	0.0177090751119166	Myeloid cell	ARL6IP6	Down
SNX20	9.89174252462476e-07	1.19041327227829	0.065	0.031	0.017818984983859	Myeloid cell	SNX20	Up
RRP15	1.01332261308403e-06	-0.673185452403463	0.034	0.063	0.0182539935520957	Myeloid cell	RRP15	Down
PPM1M	1.02252602426456e-06	2.39360382058213	0.027	0.005	0.0184197838011017	Myeloid cell	PPM1M	Up
AGBL5	1.04042118780472e-06	-1.08504977799269	0.021	0.045	0.0187421472771142	Myeloid cell	AGBL5	Down
FAM208A	1.04149570185154e-06	-0.349584766874242	0.135	0.189	0.0187615035731536	Myeloid cell	FAM208A	Down
ABCF1	1.04417371723436e-06	-0.447219053085088	0.099	0.145	0.0188097453422598	Myeloid cell	ABCF1	Down
DNAJC21	1.04697948559153e-06	-0.531693442684009	0.092	0.136	0.0188602884534459	Myeloid cell	DNAJC21	Down
CLNS1A	1.05041250709829e-06	-0.401882921284032	0.14	0.193	0.0189221309028685	Myeloid cell	CLNS1A	Down
SLC7A5	1.06538222365768e-06	-1.30951831861229	0.015	0.035	0.0191917953769694	Myeloid cell	SLC7A5	Down
AK4	1.09302085337219e-06	-0.865370273002477	0.029	0.056	0.0196896776526467	Myeloid cell	AK4	Down
NUDT15	1.09336663077937e-06	-0.774201128985817	0.034	0.062	0.0196959064868596	Myeloid cell	NUDT15	Down
ALOX5	1.10051766176031e-06	1.00915924157466	0.093	0.053	0.0198247251589502	Myeloid cell	ALOX5	Up
CCT4	1.10275358000732e-06	-0.357201751691239	0.161	0.219	0.0198650029902519	Myeloid cell	CCT4	Down
CAPZB	1.1199387026577e-06	0.419575303895062	0.336	0.276	0.0201745757896757	Myeloid cell	CAPZB	Up
MDC1	1.13311131027184e-06	-0.744933205262483	0.034	0.062	0.0204118671432369	Myeloid cell	MDC1	Down
SLK	1.13854837510834e-06	-0.329630119001631	0.152	0.209	0.0205098104292017	Myeloid cell	SLK	Down
SEPHS1	1.14681042551302e-06	-0.773216812281497	0.025	0.05	0.0206586430051915	Myeloid cell	SEPHS1	Down
TNF	1.14802719031311e-06	2.45814407277684	0.028	0.006	0.0206805618063004	Myeloid cell	TNF	Up
MYO1E	1.15163714829366e-06	-1.26659521905611	0.012	0.03	0.0207455915893621	Myeloid cell	MYO1E	Down
CALR	1.16756813154222e-06	-0.274787970358549	0.482	0.556	0.0210325723216016	Myeloid cell	CALR	Down
OAZ2	1.18264879916298e-06	1.01606175048376	0.071	0.035	0.0213042354681218	Myeloid cell	OAZ2	Up
LRTOMT	1.20147919854199e-06	-1.06309283033393	0.021	0.043	0.0216434462825353	Myeloid cell	LRTOMT	Down
PRAME	1.21286486582855e-06	4.87903064775237	0.017	0	0.0218485476930356	Myeloid cell	PRAME	Up
C1QBP	1.21561566319589e-06	-0.342015347876563	0.193	0.253	0.0218981005568108	Myeloid cell	C1QBP	Down
TBL1XR1	1.22303686663562e-06	-0.354614048214301	0.16	0.217	0.0220317861155741	Myeloid cell	TBL1XR1	Down
C2orf68	1.24363951389731e-06	-0.553928759523738	0.089	0.133	0.0224029222033461	Myeloid cell	C2orf68	Down
BNIP3	1.24799945506882e-06	1.478977576194	0.05	0.02	0.0224814621836096	Myeloid cell	BNIP3	Up
UQCC2	1.25688877928114e-06	-0.604785129511888	0.073	0.113	0.0226415944699705	Myeloid cell	UQCC2	Down
PIK3R1	1.26683046971158e-06	-0.321028904215038	0.204	0.266	0.0228206840813843	Myeloid cell	PIK3R1	Down
CLIC1	1.27990425377037e-06	0.37713968211752	0.471	0.421	0.0230561952274194	Myeloid cell	CLIC1	Up
ZMYM5	1.2918083747795e-06	0.816187773275032	0.083	0.045	0.023270636063278	Myeloid cell	ZMYM5	Up
CASK	1.29473059845195e-06	-0.849276778526027	0.034	0.063	0.0233232770005135	Myeloid cell	CASK	Down
GTF2A2	1.32727067133751e-06	-0.435895604381841	0.154	0.208	0.0239094538734739	Myeloid cell	GTF2A2	Down
SLC16A7	1.35963948743266e-06	-0.668219199510114	0.053	0.088	0.024492545726612	Myeloid cell	SLC16A7	Down
FOXN2	1.38519537021191e-06	-0.450436744088385	0.149	0.202	0.0249529093989973	Myeloid cell	FOXN2	Down
FANCA	1.38817976561079e-06	-1.1817970669945	0.014	0.032	0.0250066702977127	Myeloid cell	FANCA	Down
FAM8A1	1.42163183832679e-06	1.66315153337459	0.045	0.017	0.0256092759356187	Myeloid cell	FAM8A1	Up
WDFY1	1.43246095742657e-06	0.809309388889296	0.126	0.08	0.0258043516870822	Myeloid cell	WDFY1	Up
MAP4K1	1.43712342050755e-06	-0.876810702406765	0.033	0.061	0.025888341297023	Myeloid cell	MAP4K1	Down
ELOC	1.44804431256182e-06	-0.453367183485507	0.156	0.209	0.0260850702464886	Myeloid cell	ELOC	Down
HCFC1	1.45347634583198e-06	-0.681814984963232	0.066	0.103	0.0261829228938173	Myeloid cell	HCFC1	Down
GPBP1L1	1.46968296202411e-06	0.728721240827894	0.12	0.074	0.0264748688779024	Myeloid cell	GPBP1L1	Up
APOO	1.47926705291432e-06	-1.22322919542605	0.015	0.035	0.0266475166911985	Myeloid cell	APOO	Down
NCAPH2	1.49350139626635e-06	-0.837081228571054	0.034	0.062	0.026903934152342	Myeloid cell	NCAPH2	Down
SBF2-AS1	1.49884836556978e-06	-1.76785960211199	0.006	0.019	0.0270002544573741	Myeloid cell	SBF2-AS1	Down
VAT1	1.52802566865876e-06	0.977757862307125	0.07	0.035	0.0275258543952189	Myeloid cell	VAT1	Up
PELP1	1.53517162363438e-06	-1.00537049961024	0.023	0.046	0.0276545816281497	Myeloid cell	PELP1	Down
XRCC2	1.57006674881223e-06	-1.41244608551956	0.012	0.03	0.0282831824131036	Myeloid cell	XRCC2	Down
MIR181A1HG	1.57127154494581e-06	-0.996158308806643	0.023	0.046	0.0283048856106539	Myeloid cell	MIR181A1HG	Down
RELT	1.57394615073624e-06	1.04541304088116	0.088	0.05	0.0283530659593626	Myeloid cell	RELT	Up
NDUFB11	1.57725136606865e-06	-0.350419040936384	0.195	0.255	0.0284126061083607	Myeloid cell	NDUFB11	Down
KCNE3	1.57847609645014e-06	0.701307275749648	0.102	0.06	0.0284346684014528	Myeloid cell	KCNE3	Up
BPTF	1.58172401121814e-06	-0.432374233716905	0.228	0.289	0.0284931763380836	Myeloid cell	BPTF	Down
CD84	1.5861091941622e-06	-0.385984047989535	0.144	0.197	0.0285721710236378	Myeloid cell	CD84	Down
WHAMMP1	1.58858534926578e-06	0.672429346962605	0.149	0.1	0.0286167764816737	Myeloid cell	WHAMMP1	Up
SLC31A2	1.5941610839782e-06	-0.400738888645128	0.136	0.188	0.0287172177667833	Myeloid cell	SLC31A2	Down
MS4A4E	1.6171191651508e-06	1.3356852549458	0.045	0.017	0.0291307846410264	Myeloid cell	MS4A4E	Up
UBE2V2	1.66885757661419e-06	-0.511243297289717	0.128	0.177	0.030062800385128	Myeloid cell	UBE2V2	Down
FAM104B	1.67250343191775e-06	-0.929372363738103	0.026	0.051	0.0301284768225663	Myeloid cell	FAM104B	Down
EIF2S1	1.68216607844097e-06	-0.493108893088761	0.087	0.13	0.0303025397370357	Myeloid cell	EIF2S1	Down
SPA17	1.69840497748345e-06	-0.998299688826734	0.024	0.048	0.0305950672643868	Myeloid cell	SPA17	Down
CMPK1	1.70468688176757e-06	-0.37809567132117	0.164	0.22	0.0307082294881609	Myeloid cell	CMPK1	Down
ALAS1	1.70751095977772e-06	1.04834322186414	0.055	0.024	0.0307591024294359	Myeloid cell	ALAS1	Up
STAT2	1.70824300146321e-06	0.767029130188601	0.13	0.084	0.0307722894283582	Myeloid cell	STAT2	Up
LINC01000	1.70973603143749e-06	1.06813536798952	0.061	0.028	0.0307991848703149	Myeloid cell	LINC01000	Up
LRP10	1.7154507707175e-06	1.09969010186436	0.066	0.032	0.030902130183705	Myeloid cell	LRP10	Up
PLA2G15	1.71736911605687e-06	2.18584674561408	0.027	0.006	0.0309366872566485	Myeloid cell	PLA2G15	Up
